year,item,expenditure_bracket,value,category,bracket_order
2015,Konsumsi lainnya,200 000- 299 999,3484.0,Food,4
2015,Konsumsi lainnya,300 000- 499 999,5679.0,Food,5
2015,Konsumsi lainnya,500 000- 749 999,8373.0,Food,6
2015,Konsumsi lainnya,750 000- 999 999,11656.0,Food,7
2015,Konsumsi lainnya,1 000 000- 1 499 999,14983.0,Food,8
2015,Konsumsi lainnya,> 1 500 000,19473.0,Food,9
2015,Tembakau dan sirih,< 150 000,4655.0,Food,3
2015,Tembakau dan sirih,150 000- 199 999,8718.0,Food,3
2015,Tembakau dan sirih,200 000- 299 999,17920.0,Food,4
2015,Tembakau dan sirih,300 000- 499 999,36344.0,Food,5
2015,Tembakau dan sirih,500 000- 749 999,58763.0,Food,6
2015,Tembakau dan sirih,750 000- 999 999,74011.0,Food,7
2015,Tembakau dan sirih,1 000 000- 1 499 999,80948.0,Food,8
2015,Tembakau dan sirih,> 1 500 000,103177.0,Food,9
2015,"Perumahan, bahan bakar, penerangan, air",< 150 000,26984.0,Non-Food,3
2015,"Perumahan, bahan bakar, penerangan, air",150 000- 199 999,35562.0,Non-Food,3
2015,"Perumahan, bahan bakar, penerangan, air",200 000- 299 999,49879.0,Non-Food,4
2015,"Perumahan, bahan bakar, penerangan, air",300 000- 499 999,76757.0,Non-Food,5
2015,"Perumahan, bahan bakar, penerangan, air",500 000- 749 999,137681.0,Non-Food,6
2015,"Perumahan, bahan bakar, penerangan, air",750 000- 999 999,207931.0,Non-Food,7
2015,"Perumahan, bahan bakar, penerangan, air",1 000 000- 1 499 999,302858.0,Non-Food,8
2015,"Perumahan, bahan bakar, penerangan, air",> 1 500 000,609557.0,Non-Food,9
2015,Barang dan jasa,< 150 000,5910.0,Non-Food,3
2015,Barang dan jasa,150 000- 199 999,8937.0,Non-Food,3
2015,Barang dan jasa,200 000- 299 999,12042.0,Non-Food,4
2015,Barang dan jasa,300 000- 499 999,18034.0,Non-Food,5
2015,Barang dan jasa,500 000- 749 999,30847.0,Non-Food,6
2015,Barang dan jasa,750 000- 999 999,46333.0,Non-Food,7
2015,Barang dan jasa,1 000 000- 1 499 999,69315.0,Non-Food,8
2015,Barang dan jasa,> 1 500 000,179460.0,Non-Food,9
2015,Biaya pendidikan,< 150 000,5486.0,Non-Food,3
2015,Biaya pendidikan,150 000- 199 999,6992.0,Non-Food,3
2015,Biaya pendidikan,200 000- 299 999,8534.0,Non-Food,4
2015,Biaya pendidikan,300 000- 499 999,10838.0,Non-Food,5
2015,Biaya pendidikan,500 000- 749 999,15616.0,Non-Food,6
2015,Biaya pendidikan,750 000- 999 999,21022.0,Non-Food,7
2015,Biaya pendidikan,1 000 000- 1 499 999,28061.0,Non-Food,8
2015,Biaya pendidikan,> 1 500 000,52220.0,Non-Food,9
2015,Biaya kesehatan,< 150 000,1263.0,Non-Food,3
2015,Biaya kesehatan,150 000- 199 999,2211.0,Non-Food,3
2015,Biaya kesehatan,200 000- 299 999,3852.0,Non-Food,4
2015,Biaya kesehatan,300 000- 499 999,5699.0,Non-Food,5
2015,Biaya kesehatan,500 000- 749 999,11372.0,Non-Food,6
2015,Biaya kesehatan,750 000- 999 999,19221.0,Non-Food,7
2015,Biaya kesehatan,1 000 000- 1 499 999,33629.0,Non-Food,8
2015,Biaya kesehatan,> 1 500 000,89784.0,Non-Food,9
2015,"Pakaian, alas kaki, dan tutup kepala",< 150 000,2946.0,Non-Food,3
2015,"Pakaian, alas kaki, dan tutup kepala",150 000- 199 999,4615.0,Non-Food,3
2015,"Pakaian, alas kaki, dan tutup kepala",200 000- 299 999,6739.0,Non-Food,4
2015,"Pakaian, alas kaki, dan tutup kepala",300 000- 499 999,10591.0,Non-Food,5
2015,"Pakaian, alas kaki, dan tutup kepala",500 000- 749 999,18281.0,Non-Food,6
2015,"Pakaian, alas kaki, dan tutup kepala",750 000- 999 999,27079.0,Non-Food,7
2015,"Pakaian, alas kaki, dan tutup kepala",1 000 000- 1 499 999,38449.0,Non-Food,8
2015,"Pakaian, alas kaki, dan tutup kepala",> 1 500 000,76176.0,Non-Food,9
2015,Barang yang tahan lama,< 150 000,412.0,Non-Food,3
2015,Barang yang tahan lama,150 000- 199 999,823.0,Non-Food,3
2015,Barang yang tahan lama,200 000- 299 999,1815.0,Non-Food,4
2015,Barang yang tahan lama,300 000- 499 999,4428.0,Non-Food,5
2015,Barang yang tahan lama,500 000- 749 999,12503.0,Non-Food,6
2015,Barang yang tahan lama,750 000- 999 999,30986.0,Non-Food,7
2015,Barang yang tahan lama,1 000 000- 1 499 999,68599.0,Non-Food,8
2015,Barang yang tahan lama,> 1 500 000,449588.0,Non-Food,9
2015,Pajak pemakaian dan premi asuransi,< 150 000,1016.0,Non-Food,3
2015,Pajak pemakaian dan premi asuransi,150 000- 199 999,1378.0,Non-Food,3
2015,Pajak pemakaian dan premi asuransi,200 000- 299 999,2385.0,Non-Food,4
2015,Pajak pemakaian dan premi asuransi,300 000- 499 999,3894.0,Non-Food,5
2015,Pajak pemakaian dan premi asuransi,500 000- 749 999,7039.0,Non-Food,6
2015,Pajak pemakaian dan premi asuransi,750 000- 999 999,11548.0,Non-Food,7
2015,Pajak pemakaian dan premi asuransi,1 000 000- 1 499 999,20291.0,Non-Food,8
2015,Pajak pemakaian dan premi asuransi,> 1 500 000,58670.0,Non-Food,9
2015,Keperluan pesta dan upacara,< 150 000,313.0,Non-Food,3
2015,Keperluan pesta dan upacara,150 000- 199 999,417.0,Non-Food,3
2015,Keperluan pesta dan upacara,200 000- 299 999,1055.0,Non-Food,4
2015,Keperluan pesta dan upacara,300 000- 499 999,2127.0,Non-Food,5
2015,Keperluan pesta dan upacara,500 000- 749 999,4957.0,Non-Food,6
2015,Keperluan pesta dan upacara,750 000- 999 999,10267.0,Non-Food,7
2015,Keperluan pesta dan upacara,1 000 000- 1 499 999,24286.0,Non-Food,8
2015,Keperluan pesta dan upacara,> 1 500 000,126095.0,Non-Food,9
2016,Padi-padian,< 150 000,21.369,Food,3
2016,Padi-padian,150 000- 199 999,42.515,Food,3
2016,Padi-padian,200 000- 299 999,52.212,Food,4
2016,Padi-padian,300 000- 499 999,61.282,Food,5
2016,Padi-padian,500 000- 749 999,73.432,Food,6
2016,Padi-padian,750 000- 999 999,80.901,Food,7
2016,Padi-padian,1 000 000- 1 499 999,86.707,Food,8
2016,Padi-padian,> 1 500 000,95.444,Food,9
2016,Umbi-umbian,< 150 000,13.549,Food,3
2016,Umbi-umbian,150 000- 199 999,1.694,Food,3
2016,Umbi-umbian,200 000- 299 999,3.171,Food,4
2016,Umbi-umbian,300 000- 499 999,3.749,Food,5
2016,Umbi-umbian,500 000- 749 999,3.195,Food,6
2016,Umbi-umbian,750 000- 999 999,9.045,Food,7
2016,Umbi-umbian,1 000 000- 1 499 999,11.552,Food,8
2016,Umbi-umbian,> 1 500 000,11.567,Food,9
2016,Ikan,< 150 000,10.944,Food,3
2016,Ikan,150 000- 199 999,7.668,Food,3
2016,Ikan,200 000- 299 999,11.711,Food,4
2016,Ikan,300 000- 499 999,18.019,Food,5
2016,Ikan,500 000- 749 999,29.613,Food,6
2016,Ikan,750 000- 999 999,40.912,Food,7
2016,Ikan,1 000 000- 1 499 999,52.776,Food,8
2016,Ikan,> 1 500 000,77.118,Food,9
2016,Daging,< 150 000,2.194,Food,3
2016,Daging,150 000- 199 999,1.288,Food,3
2016,Daging,200 000- 299 999,2.481,Food,4
2016,Daging,300 000- 499 999,5.292,Food,5
2016,Daging,500 000- 749 999,10.638,Food,6
2016,Daging,750 000- 999 999,17.979,Food,7
2016,Daging,1 000 000- 1 499 999,29.321,Food,8
2016,Daging,> 1 500 000,52.337,Food,9
2016,Telur dan susu,< 150 000,2.131,Food,3
2016,Telur dan susu,150 000- 199 999,3.833,Food,3
2016,Telur dan susu,200 000- 299 999,5.776,Food,4
2016,Telur dan susu,300 000- 499 999,9.939,Food,5
2016,Telur dan susu,500 000- 749 999,17.229,Food,6
2016,Telur dan susu,750 000- 999 999,25.139,Food,7
2016,Telur dan susu,1 000 000- 1 499 999,36.414,Food,8
2016,Telur dan susu,> 1 500 000,63.478,Food,9
2016,Sayur-sayuran,< 150 000,10.059,Food,3
2016,Sayur-sayuran,150 000- 199 999,11.024,Food,3
2016,Sayur-sayuran,200 000- 299 999,16.122,Food,4
2016,Sayur-sayuran,300 000- 499 999,23.31,Food,5
2016,Sayur-sayuran,500 000- 749 999,32.906,Food,6
2016,Sayur-sayuran,750 000- 999 999,42.381,Food,7
2016,Sayur-sayuran,1 000 000- 1 499 999,51.286,Food,8
2016,Sayur-sayuran,> 1 500 000,67.551,Food,9
2016,Kacang-kacangan,< 150 000,453.0,Food,3
2016,Kacang-kacangan,150 000- 199 999,3.924,Food,3
2016,Kacang-kacangan,200 000- 299 999,4.911,Food,4
2016,Kacang-kacangan,300 000- 499 999,6.895,Food,5
2016,Kacang-kacangan,500 000- 749 999,9.177,Food,6
2016,Kacang-kacangan,750 000- 999 999,11.149,Food,7
2016,Kacang-kacangan,1 000 000- 1 499 999,13.52,Food,8
2016,Kacang-kacangan,> 1 500 000,16.977,Food,9
2016,Buah-buahan,< 150 000,2.261,Food,3
2016,Buah-buahan,150 000- 199 999,2.306,Food,3
2016,Buah-buahan,200 000- 299 999,3.365,Food,4
2016,Buah-buahan,300 000- 499 999,6.372,Food,5
2016,Buah-buahan,500 000- 749 999,11.718,Food,6
2016,Buah-buahan,750 000- 999 999,18.168,Food,7
2016,Buah-buahan,1 000 000- 1 499 999,28.282,Food,8
2016,Buah-buahan,> 1 500 000,51.948,Food,9
2016,Minyak dan lemak,< 150 000,4.617,Food,3
2016,Minyak dan lemak,150 000- 199 999,4.993,Food,3
2016,Minyak dan lemak,200 000- 299 999,7.069,Food,4
2016,Minyak dan lemak,300 000- 499 999,9.503,Food,5
2016,Minyak dan lemak,500 000- 749 999,12.892,Food,6
2016,Minyak dan lemak,750 000- 999 999,16.123,Food,7
2016,Minyak dan lemak,1 000 000- 1 499 999,19.111,Food,8
2016,Minyak dan lemak,> 1 500 000,24.251,Food,9
2016,Bahan minuman,< 150 000,4.31,Food,3
2016,Bahan minuman,150 000- 199 999,6.012,Food,3
2016,Bahan minuman,200 000- 299 999,8.473,Food,4
2016,Bahan minuman,300 000- 499 999,11.572,Food,5
2016,Bahan minuman,500 000- 749 999,15.954,Food,6
2016,Bahan minuman,750 000- 999 999,19.976,Food,7
2016,Bahan minuman,1 000 000- 1 499 999,24.673,Food,8
2016,Bahan minuman,> 1 500 000,31.764,Food,9
2016,Bumbu-bumbuan,< 150 000,2.419,Food,3
2016,Bumbu-bumbuan,150 000- 199 999,3.304,Food,3
2016,Bumbu-bumbuan,200 000- 299 999,4.207,Food,4
2016,Bumbu-bumbuan,300 000- 499 999,6.219,Food,5
2016,Bumbu-bumbuan,500 000- 749 999,8.799,Food,6
2016,Bumbu-bumbuan,750 000- 999 999,11.475,Food,7
2016,Bumbu-bumbuan,1 000 000- 1 499 999,14.138,Food,8
2016,Bumbu-bumbuan,> 1 500 000,17.951,Food,9
2016,Konsumsi lainnya,< 150 000,1.381,Food,3
2016,Konsumsi lainnya,150 000- 199 999,2.428,Food,3
2016,Konsumsi lainnya,200 000- 299 999,3.379,Food,4
2016,Konsumsi lainnya,300 000- 499 999,5.35,Food,5
2016,Konsumsi lainnya,500 000- 749 999,8.047,Food,6
2016,Konsumsi lainnya,750 000- 999 999,11.103,Food,7
2016,Konsumsi lainnya,1 000 000- 1 499 999,14.091,Food,8
2016,Konsumsi lainnya,> 1 500 000,18.257,Food,9
2016,Tembakau dan sirih,< 150 000,7.088,Food,3
2016,Tembakau dan sirih,150 000- 199 999,9.813,Food,3
2016,Tembakau dan sirih,200 000- 299 999,17.951,Food,4
2016,Tembakau dan sirih,300 000- 499 999,35.771,Food,5
2016,Tembakau dan sirih,500 000- 749 999,62.964,Food,6
2016,Tembakau dan sirih,750 000- 999 999,86.242,Food,7
2016,Tembakau dan sirih,1 000 000- 1 499 999,107.976,Food,8
2016,Tembakau dan sirih,> 1 500 000,143.667,Food,9
2016,"Perumahan, bahan bakar, penerangan, air",< 150 000,29.826,Non-Food,3
2016,"Perumahan, bahan bakar, penerangan, air",150 000- 199 999,37.354,Non-Food,3
2016,"Perumahan, bahan bakar, penerangan, air",200 000- 299 999,55.026,Non-Food,4
2016,"Perumahan, bahan bakar, penerangan, air",300 000- 499 999,87.106,Non-Food,5
2016,"Perumahan, bahan bakar, penerangan, air",500 000- 749 999,139.23,Non-Food,6
2016,"Perumahan, bahan bakar, penerangan, air",750 000- 999 999,203.624,Non-Food,7
2016,"Perumahan, bahan bakar, penerangan, air",1 000 000- 1 499 999,290.213,Non-Food,8
2016,"Perumahan, bahan bakar, penerangan, air",> 1 500 000,527.45,Non-Food,9
2016,Barang dan jasa,< 150 000,5.425,Non-Food,3
2016,Barang dan jasa,150 000- 199 999,8.822,Non-Food,3
2016,Barang dan jasa,200 000- 299 999,12.723,Non-Food,4
2016,Barang dan jasa,300 000- 499 999,19.442,Non-Food,5
2016,Barang dan jasa,500 000- 749 999,30.659,Non-Food,6
2016,Barang dan jasa,750 000- 999 999,43.797,Non-Food,7
2016,Barang dan jasa,1 000 000- 1 499 999,64.869,Non-Food,8
2016,Barang dan jasa,> 1 500 000,164.403,Non-Food,9
2016,Biaya pendidikan,< 150 000,3.86,Non-Food,3
2016,Biaya pendidikan,150 000- 199 999,7.066,Non-Food,3
2016,Biaya pendidikan,200 000- 299 999,9.331,Non-Food,4
2016,Biaya pendidikan,300 000- 499 999,12.907,Non-Food,5
2016,Biaya pendidikan,500 000- 749 999,17.476,Non-Food,6
2016,Biaya pendidikan,750 000- 999 999,20.171,Non-Food,7
2016,Biaya pendidikan,1 000 000- 1 499 999,26.142,Non-Food,8
2016,Biaya pendidikan,> 1 500 000,45.78,Non-Food,9
2016,Biaya kesehatan,< 150 000,1.055,Non-Food,3
2016,Biaya kesehatan,150 000- 199 999,2.514,Non-Food,3
2016,Biaya kesehatan,200 000- 299 999,3.62,Non-Food,4
2016,Biaya kesehatan,300 000- 499 999,6.489,Non-Food,5
2016,Biaya kesehatan,500 000- 749 999,11.55,Non-Food,6
2016,Biaya kesehatan,750 000- 999 999,17.822,Non-Food,7
2016,Biaya kesehatan,1 000 000- 1 499 999,28.198,Non-Food,8
2016,Biaya kesehatan,> 1 500 000,79.394,Non-Food,9
2016,"Pakaian, alas kaki, dan tutup kepala",< 150 000,2.589,Non-Food,3
2016,"Pakaian, alas kaki, dan tutup kepala",150 000- 199 999,5.256,Non-Food,3
2016,"Pakaian, alas kaki, dan tutup kepala",200 000- 299 999,7.609,Non-Food,4
2016,"Pakaian, alas kaki, dan tutup kepala",300 000- 499 999,12.31,Non-Food,5
2016,"Pakaian, alas kaki, dan tutup kepala",500 000- 749 999,19.672,Non-Food,6
2016,"Pakaian, alas kaki, dan tutup kepala",750 000- 999 999,26.548,Non-Food,7
2016,"Pakaian, alas kaki, dan tutup kepala",1 000 000- 1 499 999,37.967,Non-Food,8
2016,"Pakaian, alas kaki, dan tutup kepala",> 1 500 000,70.067,Non-Food,9
2016,Barang yang tahan lama,< 150 000,704.0,Non-Food,3
2016,Barang yang tahan lama,150 000- 199 999,888.0,Non-Food,3
2016,Barang yang tahan lama,200 000- 299 999,1.775,Non-Food,4
2016,Barang yang tahan lama,300 000- 499 999,4.23,Non-Food,5
2016,Barang yang tahan lama,500 000- 749 999,11.01,Non-Food,6
2016,Barang yang tahan lama,750 000- 999 999,24.188,Non-Food,7
2016,Barang yang tahan lama,1 000 000- 1 499 999,57.681,Non-Food,8
2016,Barang yang tahan lama,> 1 500 000,333.501,Non-Food,9
2016,Pajak pemakaian dan premi asuransi,< 150 000,1.371,Non-Food,3
2016,Pajak pemakaian dan premi asuransi,150 000- 199 999,2.748,Non-Food,3
2016,Pajak pemakaian dan premi asuransi,200 000- 299 999,3.816,Non-Food,4
2016,Pajak pemakaian dan premi asuransi,300 000- 499 999,5.531,Non-Food,5
2016,Pajak pemakaian dan premi asuransi,500 000- 749 999,8.557,Non-Food,6
2016,Pajak pemakaian dan premi asuransi,750 000- 999 999,12.318,Non-Food,7
2016,Pajak pemakaian dan premi asuransi,1 000 000- 1 499 999,20.419,Non-Food,8
2016,Pajak pemakaian dan premi asuransi,> 1 500 000,50.465,Non-Food,9
2016,Keperluan pesta dan upacara,< 150 000,290.0,Non-Food,3
2016,Keperluan pesta dan upacara,150 000- 199 999,782.0,Non-Food,3
2016,Keperluan pesta dan upacara,200 000- 299 999,1.189,Non-Food,4
2016,Keperluan pesta dan upacara,300 000- 499 999,2.348,Non-Food,5
2016,Keperluan pesta dan upacara,500 000- 749 999,4.911,Non-Food,6
2016,Keperluan pesta dan upacara,750 000- 999 999,9.369,Non-Food,7
2016,Keperluan pesta dan upacara,1 000 000- 1 499 999,18.821,Non-Food,8
2016,Keperluan pesta dan upacara,> 1 500 000,99.024,Non-Food,9
2017,Padi-padian,< 150 000,36.259,Food,3
2017,Padi-padian,150 000- 199 999,42.556,Food,3
2017,Padi-padian,200 000- 299 999,51.74,Food,4
2017,Padi-padian,300 000- 499 999,60.55,Food,5
2017,Padi-padian,500 000- 749 999,67.505,Food,6
2017,Padi-padian,750 000- 999 999,75.125,Food,7
2017,Padi-padian,1 000 000- 1 499 999,79.598,Food,8
2017,Padi-padian,> 1 500 000,83.501,Food,9
2017,Umbi-umbian,< 150 000,3.141,Food,3
2017,Umbi-umbian,150 000- 199 999,3.748,Food,3
2017,Umbi-umbian,200 000- 299 999,3.587,Food,4
2017,Umbi-umbian,300 000- 499 999,3.792,Food,5
2017,Umbi-umbian,500 000- 749 999,4.808,Food,6
2017,Umbi-umbian,750 000- 999 999,7.063,Food,7
2017,Umbi-umbian,1 000 000- 1 499 999,10.567,Food,8
2017,Umbi-umbian,> 1 500 000,16.535,Food,9
2017,Ikan,< 150 000,3.778,Food,3
2017,Ikan,150 000- 199 999,8.939,Food,3
2017,Ikan,200 000- 299 999,11.825,Food,4
2017,Ikan,300 000- 499 999,19.393,Food,5
2017,Ikan,500 000- 749 999,32.375,Food,6
2017,Ikan,750 000- 999 999,44.29,Food,7
2017,Ikan,1 000 000- 1 499 999,58.362,Food,8
2017,Ikan,> 1 500 000,83.559,Food,9
2017,Daging,< 150 000,197.0,Food,3
2017,Daging,150 000- 199 999,1.284,Food,3
2017,Daging,200 000- 299 999,3.429,Food,4
2017,Daging,300 000- 499 999,7.666,Food,5
2017,Daging,500 000- 749 999,12.816,Food,6
2017,Daging,750 000- 999 999,20.075,Food,7
2017,Daging,1 000 000- 1 499 999,31.796,Food,8
2017,Daging,> 1 500 000,55.826,Food,9
2017,Telur dan susu,< 150 000,2.379,Food,3
2017,Telur dan susu,150 000- 199 999,3.439,Food,3
2017,Telur dan susu,200 000- 299 999,6.122,Food,4
2017,Telur dan susu,300 000- 499 999,11.036,Food,5
2017,Telur dan susu,500 000- 749 999,16.951,Food,6
2017,Telur dan susu,750 000- 999 999,24.241,Food,7
2017,Telur dan susu,1 000 000- 1 499 999,34.815,Food,8
2017,Telur dan susu,> 1 500 000,54.692,Food,9
2017,Sayur-sayuran,< 150 000,9.424,Food,3
2017,Sayur-sayuran,150 000- 199 999,13.086,Food,3
2017,Sayur-sayuran,200 000- 299 999,18.089,Food,4
2017,Sayur-sayuran,300 000- 499 999,25.465,Food,5
2017,Sayur-sayuran,500 000- 749 999,37.224,Food,6
2017,Sayur-sayuran,750 000- 999 999,48.923,Food,7
2017,Sayur-sayuran,1 000 000- 1 499 999,60.568,Food,8
2017,Sayur-sayuran,> 1 500 000,78.867,Food,9
2017,Kacang-kacangan,< 150 000,2.405,Food,3
2017,Kacang-kacangan,150 000- 199 999,2.942,Food,3
2017,Kacang-kacangan,200 000- 299 999,4.955,Food,4
2017,Kacang-kacangan,300 000- 499 999,7.171,Food,5
2017,Kacang-kacangan,500 000- 749 999,9.376,Food,6
2017,Kacang-kacangan,750 000- 999 999,12.153,Food,7
2017,Kacang-kacangan,1 000 000- 1 499 999,14.793,Food,8
2017,Kacang-kacangan,> 1 500 000,17.451,Food,9
2017,Buah-buahan,< 150 000,1.423,Food,3
2017,Buah-buahan,150 000- 199 999,2.673,Food,3
2017,Buah-buahan,200 000- 299 999,4.207,Food,4
2017,Buah-buahan,300 000- 499 999,7.172,Food,5
2017,Buah-buahan,500 000- 749 999,12.934,Food,6
2017,Buah-buahan,750 000- 999 999,20.024,Food,7
2017,Buah-buahan,1 000 000- 1 499 999,30.267,Food,8
2017,Buah-buahan,> 1 500 000,51.728,Food,9
2017,Minyak dan lemak,< 150 000,3.973,Food,3
2017,Minyak dan lemak,150 000- 199 999,4.801,Food,3
2017,Minyak dan lemak,200 000- 299 999,6.868,Food,4
2017,Minyak dan lemak,300 000- 499 999,9.133,Food,5
2017,Minyak dan lemak,500 000- 749 999,12.905,Food,6
2017,Minyak dan lemak,750 000- 999 999,16.19,Food,7
2017,Minyak dan lemak,1 000 000- 1 499 999,19.124,Food,8
2017,Minyak dan lemak,> 1 500 000,23.457,Food,9
2017,Bahan minuman,< 150 000,4.567,Food,3
2017,Bahan minuman,150 000- 199 999,6.793,Food,3
2017,Bahan minuman,200 000- 299 999,8.777,Food,4
2017,Bahan minuman,300 000- 499 999,11.99,Food,5
2017,Bahan minuman,500 000- 749 999,15.696,Food,6
2017,Bahan minuman,750 000- 999 999,19.787,Food,7
2017,Bahan minuman,1 000 000- 1 499 999,24.258,Food,8
2017,Bahan minuman,> 1 500 000,31.346,Food,9
2017,Bumbu-bumbuan,< 150 000,2.453,Food,3
2017,Bumbu-bumbuan,150 000- 199 999,2.749,Food,3
2017,Bumbu-bumbuan,200 000- 299 999,3.759,Food,4
2017,Bumbu-bumbuan,300 000- 499 999,5.44,Food,5
2017,Bumbu-bumbuan,500 000- 749 999,8.194,Food,6
2017,Bumbu-bumbuan,750 000- 999 999,10.841,Food,7
2017,Bumbu-bumbuan,1 000 000- 1 499 999,13.802,Food,8
2017,Bumbu-bumbuan,> 1 500 000,17.91,Food,9
2017,Konsumsi lainnya,< 150 000,2.716,Food,3
2017,Konsumsi lainnya,150 000- 199 999,2.519,Food,3
2017,Konsumsi lainnya,200 000- 299 999,3.685,Food,4
2017,Konsumsi lainnya,300 000- 499 999,5.852,Food,5
2017,Konsumsi lainnya,500 000- 749 999,8.531,Food,6
2017,Konsumsi lainnya,750 000- 999 999,11.795,Food,7
2017,Konsumsi lainnya,1 000 000- 1 499 999,15.441,Food,8
2017,Konsumsi lainnya,> 1 500 000,19.474,Food,9
2017,Tembakau dan sirih,< 150 000,4.671,Food,3
2017,Tembakau dan sirih,150 000- 199 999,9.274,Food,3
2017,Tembakau dan sirih,200 000- 299 999,17.027,Food,4
2017,Tembakau dan sirih,300 000- 499 999,34.281,Food,5
2017,Tembakau dan sirih,500 000- 749 999,58.773,Food,6
2017,Tembakau dan sirih,750 000- 999 999,84.801,Food,7
2017,Tembakau dan sirih,1 000 000- 1 499 999,108.113,Food,8
2017,Tembakau dan sirih,> 1 500 000,136.768,Food,9
2017,"Perumahan, bahan bakar, penerangan, air",< 150 000,22.476,Non-Food,3
2017,"Perumahan, bahan bakar, penerangan, air",150 000- 199 999,31.2,Non-Food,3
2017,"Perumahan, bahan bakar, penerangan, air",200 000- 299 999,45.59,Non-Food,4
2017,"Perumahan, bahan bakar, penerangan, air",300 000- 499 999,74.274,Non-Food,5
2017,"Perumahan, bahan bakar, penerangan, air",500 000- 749 999,117.981,Non-Food,6
2017,"Perumahan, bahan bakar, penerangan, air",750 000- 999 999,173.633,Non-Food,7
2017,"Perumahan, bahan bakar, penerangan, air",1 000 000- 1 499 999,251.83,Non-Food,8
2017,"Perumahan, bahan bakar, penerangan, air",> 1 500 000,459.065,Non-Food,9
2017,Barang dan jasa,< 150 000,5.406,Non-Food,3
2017,Barang dan jasa,150 000- 199 999,6.714,Non-Food,3
2017,Barang dan jasa,200 000- 299 999,9.556,Non-Food,4
2017,Barang dan jasa,300 000- 499 999,14.257,Non-Food,5
2017,Barang dan jasa,500 000- 749 999,24.426,Non-Food,6
2017,Barang dan jasa,750 000- 999 999,36.168,Non-Food,7
2017,Barang dan jasa,1 000 000- 1 499 999,53.847,Non-Food,8
2017,Barang dan jasa,> 1 500 000,121.954,Non-Food,9
2017,Biaya pendidikan,< 150 000,8.594,Non-Food,3
2017,Biaya pendidikan,150 000- 199 999,6.485,Non-Food,3
2017,Biaya pendidikan,200 000- 299 999,8.42,Non-Food,4
2017,Biaya pendidikan,300 000- 499 999,11.09,Non-Food,5
2017,Biaya pendidikan,500 000- 749 999,17.098,Non-Food,6
2017,Biaya pendidikan,750 000- 999 999,22.272,Non-Food,7
2017,Biaya pendidikan,1 000 000- 1 499 999,27.951,Non-Food,8
2017,Biaya pendidikan,> 1 500 000,42.652,Non-Food,9
2017,Biaya kesehatan,< 150 000,1.633,Non-Food,3
2017,Biaya kesehatan,150 000- 199 999,2.405,Non-Food,3
2017,Biaya kesehatan,200 000- 299 999,3.961,Non-Food,4
2017,Biaya kesehatan,300 000- 499 999,6.69,Non-Food,5
2017,Biaya kesehatan,500 000- 749 999,11.192,Non-Food,6
2017,Biaya kesehatan,750 000- 999 999,18.562,Non-Food,7
2017,Biaya kesehatan,1 000 000- 1 499 999,29.756,Non-Food,8
2017,Biaya kesehatan,> 1 500 000,78.108,Non-Food,9
2017,"Pakaian, alas kaki, dan tutup kepala",< 150 000,3.791,Non-Food,3
2017,"Pakaian, alas kaki, dan tutup kepala",150 000- 199 999,4.675,Non-Food,3
2017,"Pakaian, alas kaki, dan tutup kepala",200 000- 299 999,6.831,Non-Food,4
2017,"Pakaian, alas kaki, dan tutup kepala",300 000- 499 999,10.515,Non-Food,5
2017,"Pakaian, alas kaki, dan tutup kepala",500 000- 749 999,18.815,Non-Food,6
2017,"Pakaian, alas kaki, dan tutup kepala",750 000- 999 999,27.859,Non-Food,7
2017,"Pakaian, alas kaki, dan tutup kepala",1 000 000- 1 499 999,39.211,Non-Food,8
2017,"Pakaian, alas kaki, dan tutup kepala",> 1 500 000,67.754,Non-Food,9
2017,Barang yang tahan lama,< 150 000,573.0,Non-Food,3
2017,Barang yang tahan lama,150 000- 199 999,993.0,Non-Food,3
2017,Barang yang tahan lama,200 000- 299 999,2.287,Non-Food,4
2017,Barang yang tahan lama,300 000- 499 999,5.658,Non-Food,5
2017,Barang yang tahan lama,500 000- 749 999,12.202,Non-Food,6
2017,Barang yang tahan lama,750 000- 999 999,25.114,Non-Food,7
2017,Barang yang tahan lama,1 000 000- 1 499 999,54.714,Non-Food,8
2017,Barang yang tahan lama,> 1 500 000,295.221,Non-Food,9
2017,Pajak pemakaian dan premi asuransi,< 150 000,3.47,Non-Food,3
2017,Pajak pemakaian dan premi asuransi,150 000- 199 999,5.154,Non-Food,3
2017,Pajak pemakaian dan premi asuransi,200 000- 299 999,6.85,Non-Food,4
2017,Pajak pemakaian dan premi asuransi,300 000- 499 999,10.842,Non-Food,5
2017,Pajak pemakaian dan premi asuransi,500 000- 749 999,13.586,Non-Food,6
2017,Pajak pemakaian dan premi asuransi,750 000- 999 999,18.064,Non-Food,7
2017,Pajak pemakaian dan premi asuransi,1 000 000- 1 499 999,26.538,Non-Food,8
2017,Pajak pemakaian dan premi asuransi,> 1 500 000,59.303,Non-Food,9
2017,Keperluan pesta dan upacara,< 150 000,698.0,Non-Food,3
2017,Keperluan pesta dan upacara,150 000- 199 999,511.0,Non-Food,3
2017,Keperluan pesta dan upacara,200 000- 299 999,1.066,Non-Food,4
2017,Keperluan pesta dan upacara,300 000- 499 999,2.329,Non-Food,5
2017,Keperluan pesta dan upacara,500 000- 749 999,4.295,Non-Food,6
